,Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,Semester_GPA,CGPA,Semester,Department,Parental_Education,Dropout
1445,19.6,0,26445.0,1,2.61,78.0,2.0,26.3,1,0,7.8,1.94,2.16,2.19,1,1,0,1.0
1446,19.8,1,25000.0,1,7.289999999999999,90.2,3.0,21.8,1,1,2.1,2.78,3.07,3.07,0,4,1,-2.7755575615628914e-17
1447,22.3,1,25000.0,1,4.16,87.5,0.0,17.300000000000004,0,1,3.7,4.0,4.0,4.0,3,2,1,-2.7755575615628914e-17
1448,23.7,1,25000.0,1,1.9500000000000002,76.5,1.0,42.2,0,1,6.9,1.98,1.93,1.93,0,3,2,-2.7755575615628914e-17
1449,21.0,1,60525.0,1,3.88,82.1,0.0,28.1,0,0,2.7,4.0,3.92,3.92,0,1,0,-2.7755575615628914e-17
1450,21.7,0,25000.0,0,3.49,92.9,2.0,32.5,1,1,6.5,1.52,0.8900000000000001,0.8900000000000001,0,3,0,-2.7755575615628914e-17
1451,24.7,1,25000.0,1,3.79,77.7,1.0,32.1,0,1,4.3,1.1,1.14,1.08,2,1,1,1.0
1452,21.5,0,25000.0,1,1.87,83.4,2.0,31.3,0,0,7.3,1.17,1.48,1.5,1,3,1,1.0
1453,26.7,1,30718.0,1,4.04,70.0,1.0,26.1,1,0,5.4,1.08,0.8900000000000001,0.8599999999999999,1,1,2,-2.7755575615628914e-17
1454,22.2,0,25000.0,1,2.87,84.9,2.0,48.2,0,0,5.2,0.3799999999999999,0.10000000000000009,0.029999999999999805,3,2,1,1.0
1455,17.1,1,78872.0,0,5.92,78.8,1.0,56.8,1,0,6.6,2.28,1.96,1.86,1,1,1,-2.7755575615628914e-17
1456,22.7,0,50038.0,1,3.86,86.2,0.0,47.4,0,0,5.5,2.94,2.61,2.56,3,0,0,-2.7755575615628914e-17
1457,21.8,0,70130.0,1,4.93,75.2,2.0,30.3,1,0,3.3,3.76,3.44,3.37,3,1,0,-2.7755575615628914e-17
1458,23.8,0,37619.0,1,5.15,84.6,7.0,29.4,0,0,4.6,0.56,0.75,0.75,0,0,1,1.0
1459,22.5,1,25000.0,1,4.58,79.2,1.0,43.1,1,1,2.6,3.54,3.28,3.27,1,2,1,-2.7755575615628914e-17
1460,20.7,0,74697.0,1,4.21,60.9,2.0,20.9,1,0,3.9,2.82,2.44,2.44,3,4,0,-2.7755575615628914e-17
1461,18.3,1,25000.0,1,5.43,82.7,1.0,50.5,1,0,1.7000000000000002,3.26,2.97,3.02,2,4,0,-2.7755575615628914e-17
1462,20.5,1,25000.0,1,3.19,92.1,1.0,39.5,0,0,9.7,0.22999999999999998,0.2599999999999998,0.29000000000000004,2,3,1,-2.7755575615628914e-17
1463,19.1,1,32656.0,1,4.97,73.2,2.0,26.6,0,1,5.5,2.65,3.03,3.03,0,1,1,-2.7755575615628914e-17
1464,19.7,1,67978.0,1,3.46,76.8,1.0,33.4,1,1,6.5,1.66,2.19,2.16,1,1,0,1.0
1465,22.3,1,55936.0,0,4.12,92.6,0.0,37.5,1,0,4.0,2.62,3.08,3.07,2,0,0,-2.7755575615628914e-17
1466,24.7,0,51214.0,1,2.43,86.5,0.0,24.9,0,1,6.4,1.62,1.24,1.23,2,0,0,-2.7755575615628914e-17
1467,21.9,1,25000.0,0,2.3,79.4,3.0,42.4,0,0,6.9,3.31,3.87,3.87,0,3,1,-2.7755575615628914e-17
1468,18.4,1,25000.0,1,3.9,84.4,0.0,45.3,0,0,7.2,1.35,1.69,1.73,2,2,0,-2.7755575615628914e-17
1469,22.0,1,36591.0,1,5.39,77.0,2.0,26.8,0,0,5.4,1.3,1.4,1.46,2,4,1,-2.7755575615628914e-17
1470,23.6,0,27500.0,1,3.74,100.0,0.0,24.3,0,0,7.3,2.45,1.99,1.91,1,0,0,-2.7755575615628914e-17
1471,19.7,0,50695.0,1,6.2,89.1,4.0,28.7,1,0,4.4,3.89,4.0,4.0,0,2,1,-2.7755575615628914e-17
1472,20.7,1,34856.088543421014,1,3.1620259704747467,95.7,3.0,16.1,0,1,5.4359430642081525,2.81,2.74,2.74,0,4,2,-2.7755575615628914e-17
1473,21.0,0,42396.0,1,3.78,82.7,4.0,10.0,0,0,5.6,3.08,2.81,2.76,2,4,1,-2.7755575615628914e-17
1474,19.3,0,25000.0,1,5.93,71.8,3.0,24.8,1,1,3.4,4.0,4.0,3.95,3,1,0,1.0
1475,22.4,1,32106.0,1,5.7,86.0,1.0,18.5,0,0,2.2,4.0,4.0,3.99,2,4,0,-2.7755575615628914e-17
1476,20.7,0,27853.0,1,2.2300000000000004,92.0,0.0,51.2,0,1,5.0,2.81,2.61,2.61,0,2,2,-2.7755575615628914e-17
1477,21.9,0,32886.0,1,3.95,92.4,2.0,24.5,0,0,5.0,0.8300000000000001,0.5,0.54,1,4,3,1.0
1478,19.0,0,25000.0,1,4.67,68.5,3.0,35.5,0,0,5.0,1.86,2.27,2.27,2,0,3,-2.7755575615628914e-17
1479,20.0,1,25000.0,1,4.94,83.7,1.0,22.5,1,1,7.4,2.07,2.44,2.44,0,2,0,-2.7755575615628914e-17
1480,22.6,1,39257.0,1,4.79,69.2,2.0,51.4,1,0,8.0,1.05,0.8799999999999999,0.8799999999999999,0,4,1,1.0
1481,20.2,1,25000.0,0,3.79,77.3,3.0,27.7,1,0,6.7,2.11,2.65,2.69,2,3,2,1.0
1482,24.8,0,41974.0,1,3.6,86.7,2.0,15.099999999999998,0,0,6.6,2.78,2.79,2.82,1,3,0,-2.7755575615628914e-17
1483,20.1,0,25000.0,1,3.86,92.7,3.0,38.0,0,0,5.4,4.0,4.0,4.0,2,2,0,-2.7755575615628914e-17
1484,21.5,1,69532.0,1,3.03,83.8,3.0,33.1,1,0,5.8,1.98,2.06,2.07,1,0,0,-2.7755575615628914e-17
1485,23.1,1,54211.0,1,2.2300000000000004,72.8,0.0,44.4,1,0,6.3,2.48,1.86,1.91,1,4,0,1.0
1486,17.9,0,35529.0,1,4.67,86.8,2.0,28.2,1,1,5.8,2.77,2.14,2.14,0,0,0,-2.7755575615628914e-17
1487,17.1,0,26161.0,0,4.75,75.2,1.0,31.3,1,1,6.6,3.36,3.12,3.08,3,1,2,-2.7755575615628914e-17
1488,17.6,0,49585.0,1,6.28,79.7,1.0,11.899999999999999,1,1,5.6,2.58,1.93,1.93,0,2,0,-2.7755575615628914e-17
1489,23.8,0,37629.0,1,3.23,82.7,2.0,40.0,1,0,4.6,2.8,2.58,2.6,1,1,0,-2.7755575615628914e-17
1490,19.8,0,34309.0,1,4.48,76.6,0.0,30.8,0,0,6.0,2.14,2.07,2.12,3,2,0,-2.7755575615628914e-17
1491,26.6,1,55588.0,1,3.67,87.1,4.0,28.5,0,1,5.1,3.33,3.32,3.35,1,2,0,-2.7755575615628914e-17
1492,19.8,1,69977.0,1,3.81,88.0,4.0,27.2,1,1,8.1,2.85,2.64,2.68,2,4,2,1.0
1493,21.4,1,25000.0,1,3.18,90.2,1.0,26.6,0,0,4.7,3.11,3.1,3.14,1,0,0,-2.7755575615628914e-17
1494,24.4,0,55489.309414995005,1,3.19562812749517,93.4,1.0,40.2,0,1,6.358560518778434,1.2,1.36,1.37,3,0,0,-2.7755575615628914e-17
1495,25.4,1,25000.0,1,5.8,80.9,3.0,18.9,1,1,8.5,2.39,2.46,2.48,2,0,0,-2.7755575615628914e-17
1496,25.5,1,25000.0,1,3.44,72.2,0.0,38.9,0,0,3.5,2.34,2.53,2.53,0,1,2,1.0
1497,23.7,1,28634.0,1,4.53,73.0,2.0,10.7,1,1,7.8,1.66,1.03,1.03,3,3,2,1.0
1498,23.3,1,25193.61221899177,1,4.272408410728476,95.9,1.0,7.0,1,0,5.611081949810942,2.66,2.79,2.79,0,0,2,-2.7755575615628914e-17
1499,22.3,0,29353.0,1,2.0999999999999996,94.9,1.0,46.9,1,0,6.5,0.1499999999999999,0.3799999999999999,0.4099999999999999,2,4,0,1.0
1500,22.7,1,25000.0,1,3.8,92.7,1.0,17.7,0,0,8.3,1.58,1.07,1.07,0,2,0,-2.7755575615628914e-17
1501,19.8,1,58447.0,1,6.49,77.3,3.0,31.3,0,1,4.1,2.58,2.6,2.54,3,3,1,1.0
1502,19.2,0,32349.0,1,2.94,95.5,0.0,26.8,0,0,4.7,2.44,2.13,2.16,1,0,2,-2.7755575615628914e-17
1503,21.0,1,36526.0,1,2.74,80.6,2.0,34.1,0,0,6.9,0.3700000000000001,0.44999999999999996,0.48,2,3,0,-2.7755575615628914e-17
1504,20.6,0,59429.0,1,2.86,84.7,1.0,30.6,1,0,4.8,2.72,3.25,3.33,2,3,0,-2.7755575615628914e-17
1505,20.0,0,27613.0,1,6.35,88.6,2.0,42.5,0,0,1.5,4.0,4.0,4.0,0,4,2,-2.7755575615628914e-17
1506,22.5,0,102347.0,1,5.44,92.1,1.0,12.8,0,0,7.2,4.0,4.0,4.0,2,2,2,-2.7755575615628914e-17
1507,23.1,0,25000.0,1,4.82,86.3,1.0,38.1,0,1,6.2,2.47,2.21,2.16,2,3,2,-2.7755575615628914e-17
1508,21.2,1,98594.0,1,5.76,93.0,3.0,29.4,0,0,5.5,1.93,2.0,1.99,1,1,2,-2.7755575615628914e-17
1509,24.3,0,28631.116313166553,1,4.149896430346533,82.1,2.0,11.600000000000001,0,1,7.335343977263947,1.77,1.69,1.61,3,0,2,-2.7755575615628914e-17
1510,18.5,1,40558.0,1,3.86,80.4,1.0,23.6,0,1,9.5,0.98,0.9400000000000002,0.94,0,2,1,-2.7755575615628914e-17
1511,20.6,1,25000.0,1,3.41,79.4,2.0,10.8,0,0,7.3,0.43999999999999995,0.76,0.78,1,4,1,1.0
1512,19.4,1,50981.40105569075,1,4.745527680593352,57.8,3.0,9.899999999999999,1,1,5.411137394645162,2.33,2.14,2.12,3,3,1,-2.7755575615628914e-17
1513,17.0,1,34297.95852888856,1,3.632053356595649,44.6,1.0,24.8,1,0,5.40491343521022,1.27,1.35,1.35,0,2,1,1.0
1514,20.8,0,35402.0,1,2.81,90.3,0.0,44.2,1,0,7.6,1.29,1.48,1.47,1,3,1,-2.7755575615628914e-17
1515,20.7,1,25000.0,1,4.68,80.1,0.0,33.8,1,0,7.6,2.42,2.96,2.96,0,4,3,-2.7755575615628914e-17
1516,24.3,0,52174.0,1,3.58,87.9,4.0,45.6,1,1,2.8,1.81,2.29,2.35,1,1,1,1.0
1517,22.4,1,25000.0,1,5.44,86.8,3.0,30.9,1,1,4.6,3.59,3.41,3.42,1,4,0,-2.7755575615628914e-17
1518,18.7,1,81638.0,1,2.74,83.3,3.0,48.6,1,0,3.5,2.59,2.68,2.73,3,1,0,-2.7755575615628914e-17
1519,25.1,0,25000.0,1,4.74,89.6,1.0,47.4,0,0,6.7,3.55,4.0,4.0,3,2,1,-2.7755575615628914e-17
1520,23.7,1,25000.0,1,4.21,90.6,3.0,18.6,0,0,3.9,3.48,3.36,3.28,3,1,0,-2.7755575615628914e-17
1521,22.3,0,52624.0,1,4.24,74.4,1.0,30.9,1,0,8.3,1.5,1.2,1.18,3,3,0,1.0
1522,20.5,1,25000.0,1,4.36,94.3,2.0,21.3,1,0,7.8,2.55,1.97,2.0,2,2,0,-2.7755575615628914e-17
1523,18.9,1,29604.0,1,3.75,88.9,0.0,28.3,1,1,5.1,3.7,3.93,3.95,1,1,1,-2.7755575615628914e-17
1524,20.2,1,25000.0,1,4.65,75.0,2.0,49.9,0,0,3.2,1.83,2.24,2.14,3,4,1,-2.7755575615628914e-17
1525,23.4,0,25000.0,1,4.37,76.8,1.0,22.3,0,0,4.1,1.58,1.42,1.43,1,4,0,-2.7755575615628914e-17
1526,25.1,1,28390.0,1,4.15,72.1,0.0,15.800000000000002,0,1,6.3,0.77,1.14,1.16,3,3,1,-2.7755575615628914e-17
1527,24.4,1,63510.0,1,5.57,87.0,1.0,16.6,0,0,7.0,3.6,3.98,3.87,3,0,1,-2.7755575615628914e-17
1528,19.9,1,54278.0,1,2.25,80.6,1.0,25.3,0,0,5.4,0.0,0.0,0.009999999999999787,2,2,0,1.0
1529,18.5,0,34169.0,1,4.76,62.1,1.0,74.9,1,0,1.0,3.6,3.91,3.87,2,4,0,-2.7755575615628914e-17
1530,21.3,0,57951.0,1,4.29,77.6,1.0,47.7,0,0,6.7,0.1200000000000001,0.0,0.0,0,0,2,1.0
1531,17.1,0,25000.0,0,4.65,79.0,1.0,5.0,0,0,1.8999999999999995,2.97,3.17,3.17,0,1,3,-2.7755575615628914e-17
1532,21.7,1,25000.0,1,4.78,82.8,2.0,29.6,1,0,1.7000000000000002,2.92,3.14,3.12,1,4,0,-2.7755575615628914e-17
1533,20.7,0,37703.0,1,4.86,69.7,1.0,22.5,0,0,7.3,2.27,2.7,2.74,3,3,1,1.0
1534,20.0,0,27495.0,1,3.5,82.9,2.0,41.8,1,0,3.4,1.99,1.83,1.8,1,3,1,-2.7755575615628914e-17
1535,17.5,0,25640.0,1,3.15,94.0,2.0,15.9,1,0,6.0,0.45999999999999996,0.73,0.81,3,2,1,1.0
1536,22.1,0,25000.0,1,4.61,83.5,2.0,17.6,0,0,5.7,2.45,2.43,2.35,2,4,0,-2.7755575615628914e-17
1537,19.8,0,25000.0,1,5.92,86.7,0.0,23.1,0,0,4.1,2.43,2.73,2.75,3,2,2,-2.7755575615628914e-17
1538,18.4,1,48568.0,1,3.73,94.5,3.0,21.7,0,1,5.9,2.41,2.24,2.23,3,0,0,-2.7755575615628914e-17
1539,17.0,0,34404.0,1,2.68,81.2,0.0,37.8,0,1,4.5,1.46,1.08,1.08,0,2,1,-2.7755575615628914e-17
1540,20.9,0,51083.0,1,5.03,81.0,2.0,26.0,0,0,5.6,2.54,2.24,2.24,0,1,2,-2.7755575615628914e-17
1541,24.9,1,25000.0,1,2.92,84.8,0.0,42.0,0,1,4.8,1.96,2.36,2.36,0,3,3,-2.7755575615628914e-17
1542,24.7,1,25000.0,1,4.41,74.9,1.0,20.3,0,0,4.6,2.04,2.36,2.36,3,4,0,1.0
1543,20.0,0,29850.0,1,2.7,76.4,2.0,40.4,0,1,4.3,3.31,3.15,3.12,3,0,3,-2.7755575615628914e-17
1544,19.7,1,49638.0,0,3.63,65.7,0.0,16.1,0,0,3.9,1.62,1.51,1.45,1,1,0,-2.7755575615628914e-17
1545,22.0,0,25877.0,1,3.98,100.0,3.0,37.4,0,0,7.0,1.1900000000000002,0.8599999999999999,0.8599999999999999,0,3,0,-2.7755575615628914e-17
1546,18.8,1,48102.0,1,3.62,88.6,1.0,24.0,1,0,4.7,2.84,2.34,2.32,3,0,1,-2.7755575615628914e-17
1547,21.7,1,25000.0,1,4.3,74.4,3.0,40.7,1,1,3.5,2.75,2.39,2.41,3,4,1,-2.7755575615628914e-17
1548,22.7,1,26988.0,1,4.42,90.2,1.0,5.0,1,0,4.8,2.04,2.04,1.99,1,3,0,-2.7755575615628914e-17
1549,23.7,1,28508.0,1,3.34,75.5,2.0,20.6,1,0,4.5,2.24,2.32,2.29,2,4,1,-2.7755575615628914e-17
1550,20.8,1,62059.0,1,3.28,82.5,1.0,44.0,1,0,4.8,3.91,3.93,3.88,3,0,0,-2.7755575615628914e-17
1551,20.6,1,33677.0,1,5.64,82.5,2.0,27.6,1,0,6.8,4.0,3.6400000000000006,3.56,2,1,0,-2.7755575615628914e-17
1552,19.1,0,84766.0,0,3.69,78.4,2.0,9.600000000000001,1,0,4.4,1.72,1.78,1.67,3,0,2,1.0
1553,19.2,0,25000.0,0,4.39,75.5,1.0,21.5,0,0,4.8,1.82,1.71,1.68,1,0,2,-2.7755575615628914e-17
1554,20.5,1,32143.0,1,2.2199999999999998,91.7,2.0,34.6,1,1,6.7,0.97,0.9300000000000002,0.95,2,3,1,-2.7755575615628914e-17
1555,21.8,0,33112.0,1,6.34,82.7,2.0,20.3,0,0,6.3,2.27,2.41,2.35,1,4,1,-2.7755575615628914e-17
1556,23.0,0,43134.0,1,4.59,95.5,2.0,43.9,1,0,4.3,4.0,4.0,4.0,3,1,2,-2.7755575615628914e-17
1557,19.2,0,25000.0,1,1.3699999999999997,73.7,1.0,43.0,0,0,7.2,0.31000000000000005,0.040000000000000036,0.029999999999999805,2,4,2,1.0
1558,24.3,0,39542.714188851736,1,3.607493298429684,78.2,1.0,38.0,0,1,6.640676927581695,0.42999999999999994,0.9200000000000002,0.96,2,0,0,1.0
1559,20.4,1,29965.0,1,3.06,81.6,1.0,42.4,1,0,7.0,0.9500000000000002,0.9400000000000002,0.95,1,1,1,1.0
1560,21.0,1,25000.0,1,6.22,90.8,1.0,23.8,0,1,6.0,4.0,4.0,3.96,1,0,1,-2.7755575615628914e-17
1561,19.4,1,29448.0,1,7.28,75.7,2.0,47.8,0,0,5.2,3.54,3.58,3.58,0,1,0,-2.7755575615628914e-17
1562,17.0,1,34392.020008596584,1,4.578064709466019,86.6,1.0,42.9,1,0,5.232072789662554,2.5,2.41,2.4,1,1,0,-2.7755575615628914e-17
1563,22.9,0,157935.0,0,5.42,84.7,0.0,28.5,1,0,3.0,3.21,3.17,3.17,1,2,2,-2.7755575615628914e-17
1564,22.6,1,55824.0,1,5.62,93.4,3.0,10.5,0,0,5.3,2.95,3.09,3.08,3,3,0,-2.7755575615628914e-17
1565,20.4,0,30632.0,1,2.57,86.0,2.0,5.0,0,0,5.5,1.95,2.4,2.43,1,4,0,1.0
1566,21.1,0,27802.0,1,3.91,67.6,3.0,41.9,1,0,5.0,0.0,0.0,0.06000000000000005,3,3,0,-2.7755575615628914e-17
1567,22.1,0,52609.0,0,3.89,73.9,3.0,10.7,0,1,5.3,2.22,2.5,2.54,2,0,0,-2.7755575615628914e-17
1568,17.6,0,54139.0,1,5.8,74.3,1.0,18.9,0,1,8.0,2.25,2.57,2.56,2,1,1,-2.7755575615628914e-17
1569,19.8,1,25000.0,1,6.73,78.4,2.0,35.7,0,0,8.4,1.96,1.93,2.01,3,1,1,-2.7755575615628914e-17
1570,22.7,1,43730.0,1,6.880000000000001,92.6,0.0,14.4,0,0,3.5,4.0,4.0,4.0,0,1,2,-2.7755575615628914e-17
1571,18.2,1,30236.0,1,4.65,79.9,2.0,59.2,0,0,6.0,1.56,1.85,1.91,2,4,1,1.0
1572,21.6,0,25000.0,1,4.5,82.3,3.0,32.8,1,0,5.6,2.07,2.21,2.17,1,0,2,-2.7755575615628914e-17
1573,18.0,0,50419.0,1,3.42,80.2,2.0,47.7,0,0,6.7,1.85,1.8,1.92,2,2,1,-2.7755575615628914e-17
1574,22.0,0,114429.0,1,4.08,86.3,0.0,42.5,0,0,8.6,1.78,2.01,2.03,1,4,1,-2.7755575615628914e-17
1575,20.9,1,33702.73984516035,1,4.329318914618295,76.2,2.0,5.0,1,0,5.8918455085923,2.04,1.77,1.83,2,1,1,1.0
1576,17.4,0,57541.0,1,5.24,80.6,0.0,38.9,1,0,6.8,2.82,2.86,2.83,1,2,1,1.0
1577,23.6,1,87770.0,1,4.72,80.5,3.0,29.8,1,1,5.6,3.86,3.74,3.69,2,3,0,-2.7755575615628914e-17
1578,19.4,1,33407.29026302372,0,4.473141153480668,81.4,2.0,29.3,1,0,5.725983235052384,1.87,1.7199999999999998,1.67,1,0,1,-2.7755575615628914e-17
1579,19.2,0,25000.0,1,6.52,77.5,2.0,29.7,1,1,10.0,1.89,1.79,1.84,2,1,1,1.0
1580,21.4,1,44096.0,1,4.61,71.3,4.0,42.7,0,0,4.1,0.33000000000000007,0.0,0.0,0,3,0,1.0
1581,23.5,0,25628.0,1,4.26,89.5,1.0,49.7,0,0,7.0,1.95,1.53,1.52,1,1,0,1.0
1582,18.8,1,25000.0,0,5.17,81.1,1.0,15.7,1,0,5.0,1.56,2.04,2.05,2,4,0,-2.7755575615628914e-17
1583,21.1,0,28370.0,1,3.17,91.0,1.0,30.9,0,0,3.1,0.97,0.6299999999999999,0.6299999999999999,0,4,0,1.0
1584,21.9,1,46006.0,1,3.05,85.8,1.0,46.8,0,0,8.6,0.8999999999999999,0.9200000000000002,0.99,2,4,2,-2.7755575615628914e-17
1585,22.5,0,27190.0,0,3.52,86.1,1.0,27.5,1,0,2.4,3.05,2.7,2.66,2,0,1,-2.7755575615628914e-17
1586,21.4,0,25000.0,1,2.69,91.0,1.0,32.4,1,1,1.6,4.0,3.74,3.74,1,0,0,-2.7755575615628914e-17
1587,20.2,0,26001.0,1,4.15,100.0,2.0,32.6,1,1,6.8,3.25,2.82,2.89,1,2,1,-2.7755575615628914e-17
1588,19.2,1,29387.0,1,1.3500000000000005,92.4,2.0,55.4,0,1,5.0,1.28,1.74,1.76,1,4,1,1.0
1589,21.2,0,25000.0,1,3.38,89.1,2.0,39.0,1,0,6.3,3.13,3.43,3.41,2,2,2,-2.7755575615628914e-17
1590,18.6,1,27292.0,1,1.44,84.3,1.0,54.8,1,0,5.5,1.75,2.06,2.02,1,1,3,1.0
1591,17.0,1,25000.0,1,3.66,92.1,6.0,50.9,1,1,6.6,1.86,1.88,1.9,3,2,0,1.0
1592,22.0,1,44153.0,1,3.72,76.0,4.0,27.3,0,0,5.0,1.24,1.58,1.58,0,4,1,-2.7755575615628914e-17
1593,23.0,0,88890.06650702548,1,4.707567448881615,86.7,3.0,33.6,0,1,6.840459960406345,0.6400000000000001,0.49,0.49,0,0,1,-2.7755575615628914e-17
1594,17.0,1,54591.0,1,4.37,92.2,3.0,54.6,0,0,7.2,2.86,3.25,3.36,1,1,1,-2.7755575615628914e-17
1595,18.8,0,25000.0,1,2.99,89.6,3.0,16.3,0,0,8.3,3.15,3.11,3.11,0,2,1,-2.7755575615628914e-17
1596,22.4,0,25000.0,1,3.5,81.4,3.0,39.1,1,0,7.8,2.55,2.04,2.04,1,2,1,-2.7755575615628914e-17
1597,25.5,1,35478.0,1,5.86,85.6,0.0,39.3,0,0,5.3,2.2,1.93,1.93,0,0,0,-2.7755575615628914e-17
1598,21.0,0,25000.0,1,2.58,79.4,2.0,26.7,1,0,6.8,1.8,1.9,1.86,2,0,0,-2.7755575615628914e-17
1599,19.4,1,35145.0,1,6.78,75.9,1.0,25.4,1,1,6.3,1.57,1.37,1.46,3,0,0,1.0
1600,20.6,0,25000.0,1,4.55,93.6,3.0,27.1,0,1,6.3,2.43,2.18,2.18,0,0,1,-2.7755575615628914e-17
1601,24.0,1,25000.0,0,2.32,78.5,0.0,38.4,0,0,3.1,2.69,2.42,2.52,1,0,0,-2.7755575615628914e-17
1602,19.6,1,37919.0,1,2.6500000000000004,78.5,5.0,47.7,1,0,6.9,0.2400000000000002,0.08000000000000007,0.08000000000000007,3,3,1,1.0
1603,19.2,1,25000.0,1,5.08,78.6,0.0,38.9,1,0,6.6,2.29,2.44,2.44,0,3,1,-2.7755575615628914e-17
1604,19.9,1,25000.0,1,4.96,76.4,1.0,14.9,1,0,8.8,1.0,0.6800000000000004,0.6099999999999999,2,0,1,1.0
1605,18.9,1,34508.0,1,4.56,76.2,3.0,48.1,0,0,7.6,1.74,1.34,1.34,2,4,1,-2.7755575615628914e-17
1606,21.3,1,25123.854919632897,1,5.2050919224645,68.2,2.0,44.3,1,0,4.905596232271506,1.6,1.35,1.35,0,2,0,-2.7755575615628914e-17
1607,24.6,1,32900.0,1,3.86,69.6,1.0,27.1,0,0,5.3,2.94,2.84,2.84,0,3,0,-2.7755575615628914e-17
1608,21.7,1,36192.0,1,2.99,80.5,3.0,22.1,0,0,3.7,3.92,3.66,3.61,1,3,1,-2.7755575615628914e-17
1609,20.4,1,30774.0,0,4.51,85.7,2.0,19.1,1,1,8.8,1.16,1.42,1.42,3,1,1,1.0
1610,20.4,0,42824.0,1,6.1,68.6,0.0,42.9,0,1,3.6,4.0,3.43,3.43,0,3,2,-2.7755575615628914e-17
1611,17.6,0,31523.0,1,3.96,83.5,0.0,7.399999999999999,1,0,2.1,4.0,3.51,3.52,1,2,2,-2.7755575615628914e-17
1612,22.9,0,25000.0,1,4.34,92.3,2.0,43.2,0,1,7.1,3.05,3.06,3.06,0,0,0,-2.7755575615628914e-17
1613,20.8,0,25000.0,1,5.33,78.2,3.0,24.6,0,0,5.7,1.65,1.86,1.86,0,1,1,-2.7755575615628914e-17
1614,20.6,0,94539.0,1,3.32,74.1,1.0,33.4,0,0,6.0,1.82,2.08,2.13,2,4,0,1.0
1615,28.0,0,29734.0,1,4.54,81.5,3.0,5.0,1,0,5.8,2.01,2.87,2.88,3,0,1,-2.7755575615628914e-17
1616,21.7,1,52583.0,1,5.04,86.2,2.0,8.7,0,1,3.6,4.0,4.0,4.0,3,1,1,-2.7755575615628914e-17
1617,19.3,0,33712.47354267586,1,5.147739285324518,77.5,4.0,21.8,1,0,5.017347645118083,3.78,3.66,3.6799999999999997,2,3,1,-2.7755575615628914e-17
1618,20.1,1,28715.0,1,2.31,89.6,0.0,19.1,0,0,4.9,2.6,2.45,2.45,0,4,2,-2.7755575615628914e-17
1619,23.5,0,25000.0,1,3.71,85.8,4.0,39.1,1,0,4.7,2.91,3.48,3.52,1,4,0,-2.7755575615628914e-17
1620,21.2,0,130556.0,1,5.11,95.8,2.0,33.6,0,0,8.1,3.38,3.67,3.7,2,1,0,-2.7755575615628914e-17
1621,17.8,1,34612.0,1,2.09,68.5,0.0,53.2,0,0,6.9,1.54,1.51,1.51,0,4,1,1.0
1622,23.0,0,25000.0,1,4.31,70.7,0.0,36.2,0,0,1.3999999999999995,4.0,3.93,3.87,3,2,3,-2.7755575615628914e-17
1623,19.5,1,25000.0,1,3.76,78.7,2.0,22.2,1,0,5.9,2.36,2.42,2.46,1,2,1,-2.7755575615628914e-17
1624,25.1,1,97172.0,1,3.71,71.3,2.0,44.7,0,1,7.4,0.9300000000000002,0.56,0.53,1,2,0,-2.7755575615628914e-17
1625,23.4,1,26958.0,1,4.39,94.6,1.0,24.4,1,0,3.3,3.78,3.49,3.47,2,1,0,1.0
1626,20.0,0,46469.0,1,1.7999999999999998,83.9,2.0,23.8,1,0,3.9,4.0,3.65,3.65,0,3,2,-2.7755575615628914e-17
1627,23.8,0,49692.0,0,5.55,79.4,1.0,30.0,0,0,7.3,1.16,0.9100000000000001,0.9100000000000001,0,4,0,-2.7755575615628914e-17
1628,21.1,0,25000.0,1,2.84,94.4,2.0,49.4,0,1,4.7,1.52,1.53,1.53,1,0,1,-2.7755575615628914e-17
1629,22.9,1,44510.0,1,4.47,84.3,1.0,42.6,1,0,1.8999999999999995,3.61,3.7199999999999998,3.74,3,4,1,-2.7755575615628914e-17
1630,22.1,1,25000.0,1,4.91,80.3,2.0,42.2,0,1,7.7,1.55,1.17,1.17,0,4,2,1.0
1631,19.1,0,33786.66521195506,1,3.1697328165583167,75.7,1.0,53.5,0,0,6.534452745788488,1.28,1.07,1.07,0,0,2,-2.7755575615628914e-17
1632,19.6,1,59795.0,1,3.96,86.4,2.0,42.0,1,0,6.2,2.47,2.75,2.7,2,4,0,-2.7755575615628914e-17
1633,23.3,0,27040.0,1,2.0999999999999996,86.2,5.0,15.3,0,0,5.4,0.73,0.74,0.6699999999999999,1,1,0,1.0
1634,20.3,1,40583.0,1,1.9299999999999997,87.5,1.0,36.5,0,0,7.5,0.29000000000000004,0.10999999999999988,0.1499999999999999,3,1,0,-2.7755575615628914e-17
1635,20.1,1,38046.0,1,5.66,88.4,1.0,49.5,0,1,3.5,3.96,3.73,3.73,2,4,1,-2.7755575615628914e-17
1636,18.9,1,43598.0,1,3.27,93.6,1.0,11.8,0,1,6.7,4.0,4.0,4.0,2,4,0,-2.7755575615628914e-17
1637,21.9,0,25000.0,1,3.51,75.4,2.0,29.8,1,0,7.9,3.46,2.72,2.68,2,2,3,-2.7755575615628914e-17
